simulation_id,generate_network_from_file,nodes_filename,channels_filename,edges_filename,n_additional_nodes,n_channels_per_node,capacity_per_channel,faulty_node_probability,generate_payments_from_file,payment_timeout,average_payment_forward_interval,variance_payment_forward_interval,routing_method,group_size,group_limit_rate,group_cap_update,group_broadcast_delay,payments_filename,payment_rate,n_payments,average_payment_amount,variance_payment_amount,average_max_fee_limit,variance_max_fee_limit,mpp,seed,request_amt_rate,simulation_time,success_rate,fail_no_path_rate,fail_timeout_rate,fail_no_alternative_path_rate,retry_rate,retry_no_balance_rate,time/average,time/variance,time/max,time/min,time/5-percentile,time/25-percentile,time/50-percentile,time/75-percentile,time/95-percentile,time_success/average,time_success/variance,time_success/max,time_success/min,time_success/5-percentile,time_success/25-percentile,time_success/50-percentile,time_success/75-percentile,time_success/95-percentile,time_fail/average,time_fail/variance,time_fail/max,time_fail/min,time_fail/5-percentile,time_fail/25-percentile,time_fail/50-percentile,time_fail/75-percentile,time_fail/95-percentile,retry/average,retry/variance,retry/max,retry/min,retry/5-percentile,retry/25-percentile,retry/50-percentile,retry/75-percentile,retry/95-percentile,fee/average,fee/variance,fee/max,fee/min,fee/5-percentile,fee/25-percentile,fee/50-percentile,fee/75-percentile,fee/95-percentile,fee_per_satoshi/average,fee_per_satoshi/variance,fee_per_satoshi/max,fee_per_satoshi/min,fee_per_satoshi/5-percentile,fee_per_satoshi/25-percentile,fee_per_satoshi/50-percentile,fee_per_satoshi/75-percentile,fee_per_satoshi/95-percentile,route_len/average,route_len/variance,route_len/max,route_len/min,route_len/5-percentile,route_len/25-percentile,route_len/50-percentile,route_len/75-percentile,route_len/95-percentile,group_cover_rate,total_locked_balance_duration/average,total_locked_balance_duration/variance,total_locked_balance_duration/max,total_locked_balance_duration/min,total_locked_balance_duration/5-percentile,total_locked_balance_duration/25-percentile,total_locked_balance_duration/50-percentile,total_locked_balance_duration/75-percentile,total_locked_balance_duration/95-percentile,group_survival_time/average,group_survival_time/var,group_survival_time/max,group_survival_time/min,group_survival_time/5-percentile,group_survival_time/25-percentile,group_survival_time/50-percentile,group_survival_time/75-percentile,group_survival_time/95-percentile,group_capacity/average,group_capacity/var,group_capacity/max,group_capacity/min,group_capacity/5-percentile,group_capacity/25-percentile,group_capacity/50-percentile,group_capacity/75-percentile,group_capacity/95-percentile,cul/average,cul/var,cul/max,cul/min,cul/5-percentile,cul/25-percentile,cul/50-percentile,cul/75-percentile,cul/95-percentile
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=0.65/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,0.65,true,0,,1,5000,10000,1000,,,0,2,10000,4984825,0.7012,0.2984,0.0,0.0004,0.0007993605115907274,0.0007993605115907274,450.4896,100284.44229184,1603,0,0.0,0.0,601.0,605.0,804.0,642.1691386195095,19907.275727552376,1603,200,401.0,601.0,603.0,802.0,805.0,0.6713520749665328,349.7534363245037,602,0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0005701252420673025,1,0,0.0,0.0,0.0,0.0,0.0,3293.236737022248,457187939.9924438,601118,0,10.0,23.0,1019.0,2020.0,11219.0,0.0003350288937569186,4.853984472351068e-06,0.07005604782723016,0.0,1.0002985987152697e-06,2.152464602423347e-06,0.00010381106522726452,0.00020331621678608766,0.0010954622552668961,3.1979463776383343,0.4873431870847108,6,1,2.0,3.0,3.0,4.0,4.0,0.9980792592835801,4780392554.572522,3.645607492294202e+19,141045995677,565497300,907529284.8,1117783850.0,3276237192.0,5724647360.0,12942043692.09999,-9.734092382486751e+17,6.168655929530658e+36,4850219,-7310575239085056243,-7.310575239084454e+18,0.0,0.0,374566.0,1687758.7000000004,1074883151.0862598,7.017859352321079e+18,38831967656,6292,2896392.0,22184215.75,101103535.0,662312533.0,6374548963.0,0.28228762764610094,0.030081196179115557,0.690517,0.00011,0.0054209,0.13729449999999999,0.287794,0.4152,0.5616061999999999
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=0.85/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,0.85,true,0,,1,5000,10000,1000,,,0,2,10000,4984671,0.684,0.3156,0.0,0.0004,0.00039984006397441024,0.00039984006397441024,439.8336,102642.33991103999,1205,0,0.0,0.0,601.0,605.0,804.0,642.7961988304094,19607.09969315345,1205,200,401.0,601.0,603.0,802.0,805.0,0.509493670886076,204.81446683223848,404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3282.1669590643273,465582298.6256335,601118,0,10.0,23.0,1019.0,2022.0,11152.15,0.00033370670259546284,4.941283101844772e-06,0.07005604782723016,0.0,1.0012978816953695e-06,2.1395051845712134e-06,0.00010345249850464758,0.0002067520763774399,0.0010973662740839823,3.2023391812865496,0.4865442358332479,6,1,2.0,3.0,3.0,4.0,4.0,0.9991627540466888,4759927767.725689,3.5845388954616644e+19,129420359230,565497300,905017115.0,1111936575.0,3259199898.5,5716447536.0,13063658891.45,-9.744907755852467e+17,6.174455863010659e+36,4873941,-7310575239085056243,-7.310575239084458e+18,0.0,0.0,358904.0,1693381.3999999973,886442463.596061,5.38803956479462e+18,38831967656,2457,2250706.0,19113396.0,93883757.0,549128770.0,4741202144.300001,0.3625505593710464,0.048921274652846146,0.823133,0.00012,0.006390000000000001,0.183005,0.365026,0.54184,0.7194586
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=0.05/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,0.05,true,0,,1,5000,10000,1000,,,0,2,10000,4984672,0.7384,0.2456,0.0,0.016,0.054820415879017016,0.054820415879017016,493.3616,101883.69364544001,2610,0,0.0,400.0,602.0,800.0,806.0,657.1676598049837,29703.46457708037,2610,200,401.0,601.0,603.0,802.0,1000.0,30.99770642201835,16103.393725626347,1002,0,0.0,0.0,0.0,0.0,401.0,0.05579631635969664,0.07380984800376557,4,0,0.0,0.0,0.0,0.0,0.0,3186.2424160346695,431320524.52601236,601118,0,10.0,23.0,1019.0,2020.0,11095.699999999999,0.0003245521238558215,4.585448167357892e-06,0.07005604782723016,0.0,9.973608657015065e-07,2.1532292288320342e-06,0.00010357561578541074,0.0002028281069304024,0.001094771058829334,3.200433369447454,0.4847452076405428,6,1,2.0,3.0,3.0,4.0,4.0,0.965935581311357,4937099376.328401,4.361602543116533e+19,157008274179,565497300,907005000.1500001,1123551697.5,3279013471.0,5773559337.0,13701831751.349995,-1.0708460090052618e+18,6.681789143305667e+36,4887707,-7310575239085056243,-7.310575239084525e+18,0.0,32014.0,465168.0,1731983.399999999,1698476424.735099,1.2373450053011182e+19,45284508881,1054,3291554.100000001,38035116.5,259924668.0,1076677361.0,9461192323.0,0.0272919016638624,0.00030290065391966255,0.080911,9.7e-05,0.0012418,0.012229,0.028066,0.040312,0.055803599999999995
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=0.50/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,0.50,true,0,,1,5000,10000,1000,,,0,2,10000,4984670,0.715,0.284,0.0,0.001,0.0017967658215212617,0.0017967658215212617,460.066,98114.51884399999,1204,0,0.0,0.0,601.0,605.0,804.0,642.7194405594406,19769.734712973743,1204,200,401.0,601.0,603.0,802.0,805.0,1.8301754385964912,985.2932648815018,603,0,0.0,0.0,0.0,0.0,0.0,0.0011188811188811189,0.0011176292239229297,1,0,0.0,0.0,0.0,0.0,0.0,3245.851188811189,447043667.6522607,601118,0,10.0,23.0,1019.0,2020.0,11100.8,0.0003306075185220871,4.7475022538263385e-06,0.07005604782723016,0.0,9.988308654179298e-07,2.152252345455348e-06,0.00010337138233457864,0.0002039038817943647,0.0010975230288911668,3.2005594405594406,0.4887269597535331,6,1,2.0,3.0,3.0,4.0,4.0,0.997898676823062,4809728050.043336,3.77660607964956e+19,139415803024,576807246,904933800.0,1113509418.0,3266370000.0,5753737416.0,13218934048.0,-9.629465837011159e+17,6.112427328306401e+36,4861022,-7310575239085056243,-7.310575239084443e+18,0.0,0.0,380250.0,1674648.2000000011,1161341610.272703,7.646981248760369e+18,46561979863,6292,3121786.0,25332022.0,129114357.0,825854403.0,8196395925.0,0.22387618150560987,0.01940276353457853,0.559595,6.2e-05,0.00409775,0.1068035,0.22954750000000002,0.33189599999999997,0.44620275
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=0.00/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,0.00,true,0,,1,5000,10000,1000,,,0,2,10000,4986481,0.7408,0.1092,0.0,0.15,0.37233241275420537,0.37233241275420537,695.3698,253117.67384796,8633,0,0.0,403.0,603.0,803.0,1604.0,785.0947624190064,180916.38329870166,5616,200,401.0,601.0,604.0,804.0,1604.0,438.93364197530866,370702.5172015508,8633,0,0.0,0.0,401.0,602.0,1406.0,0.46004319654427644,1.1825287238360025,13,0,0.0,0.0,0.0,1.0,3.0,3146.0407667386607,429581629.4591911,601118,0,10.0,23.0,1019.0,2020.0,10933.899999999994,0.00032050994321193907,4.56774927402015e-06,0.07005604782723016,0.0,9.954311260105634e-07,2.152264386180406e-06,0.00010331296227525692,0.0002018564500878141,0.0010924991189298753,3.1960043196544277,0.4804807947977553,5,1,2.0,3.0,3.0,4.0,4.0,0.0,5711771017.315694,7.982529063475765e+19,204075759757,565497300,923252125.2,1864285966.5,3310115662.0,6196464188.0,17662961945.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=0.55/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,0.55,true,0,,1,5000,10000,1000,,,0,2,10000,4984671,0.7116,0.288,0.0,0.0004,0.001597444089456869,0.001597444089456869,457.8698,98981.92324795999,1610,0,0.0,0.0,601.0,605.0,804.0,643.0424395727937,19921.878187640392,1610,200,401.0,601.0,603.0,802.0,805.0,0.9736477115117892,696.4223291352548,802,0,0.0,0.0,0.0,0.0,0.0,0.0016863406408094434,0.0016834968960525985,1,0,0.0,0.0,0.0,0.0,0.0,3303.5236087689714,450532454.8402239,601118,0,10.0,24.0,1019.0,2020.0,11213.949999999995,0.0003365389853320557,4.78827262968943e-06,0.07005604782723016,0.0,1.0036511209971957e-06,2.1659130878572257e-06,0.00010442988576753304,0.00020529698926712733,0.0011012739438108173,3.200955593029792,0.48603618633605916,6,1,2.0,3.0,3.0,4.0,4.0,0.9975375119020258,4788523524.897449,3.685498924378001e+19,139123141842,565497300,905737320.0,1119312500.0,3269152416.0,5733163820.0,13082272321.599998,-9.681825925603903e+17,6.140594155549299e+36,4838849,-7310575239085056243,-7.310575239084442e+18,0.0,0.0,376902.0,1658302.449999999,1120709373.9310484,7.254625614891891e+18,38831967656,2958,3006991.0,24262215.0,120340407.0,761638671.0,7592088402.0,0.24451356082548878,0.022243331365338626,0.617677,8e-05,0.003857900000000001,0.12471750000000001,0.251084,0.359109,0.4866106499999998
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=0.15/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,0.15,true,0,,1,5000,10000,1000,,,0,2,10000,4984669,0.7346,0.2634,0.0,0.002,0.006359300476947536,0.006359300476947536,473.8998,95214.95335996001,1206,0,0.0,0.0,602.0,606.0,805.0,643.8020691532807,20129.467221419665,1206,200,401.0,601.0,603.0,802.0,805.0,3.627731725697061,1987.7740011096412,800,0,0.0,0.0,0.0,0.0,0.0,0.0057173972229784915,0.005684708591973172,1,0,0.0,0.0,0.0,0.0,0.0,3223.7699428260275,436140565.5378715,601118,0,10.0,23.0,1019.0,2020.0,11153.199999999999,0.00032838058327429857,4.634746414212989e-06,0.07005604782723016,0.0,9.97455680046394e-07,2.1535458832870733e-06,0.00010359555887160748,0.00020287810807160758,0.0010958416531846435,3.199564388783011,0.4842688001693583,6,1,2.0,3.0,3.0,4.0,4.0,0.9915782907049283,4838356474.803974,3.9195665832616165e+19,146009531481,565497300,906297935.0,1113570328.0,3274505577.0,5770012758.0,13254417304.399998,-1.0101914472327013e+18,6.36459382081398e+36,4838849,-7310575239085056243,-7.310575239084467e+18,0.0,0.0,419840.0,1704872.7999999989,1534329437.5333898,1.1844879316400505e+19,46807418860,1054,3296868.6999999997,37331090.75,194464387.0,948939647.0,9204679995.0,0.0758160571844837,0.002612010184607184,0.219941,0.000106,0.0016784999999999999,0.0285615,0.077388,0.11558399999999999,0.159855
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=0.10/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,0.10,true,0,,1,5000,10000,1000,,,0,2,10000,4984671,0.7368,0.2598,0.0,0.0034,0.014778325123152709,0.014778325123152709,478.5798,97503.76323196,2410,0,0.0,0.0,602.0,606.0,805.0,647.3591205211726,22935.25404005171,2410,200,401.0,601.0,603.0,802.0,805.0,6.100303951367781,3268.6160789349706,804,0,0.0,0.0,0.0,0.0,0.0,0.015743756786102063,0.020381884393704145,3,0,0.0,0.0,0.0,0.0,0.0,3197.796145494028,432267262.3425368,601118,0,10.0,23.0,1019.0,2020.0,11098.099999999999,0.00032572207765312435,4.595163677456609e-06,0.07005604782723016,0.0,1.0002759826604321e-06,2.154252842263664e-06,0.00010379074863851374,0.00020325383530677817,0.001095033186179491,3.202225841476656,0.4854347850434016,6,1,2.0,3.0,3.0,4.0,4.0,0.9861608168893851,4861017636.754901,3.993267526875867e+19,146862819221,565497300,907179320.0,1115098400.0,3270600204.0,5766657795.0,13337298516.799992,-1.0275269624586711e+18,6.456001510664277e+36,4887711,-7310575239085056243,-7.310575239084478e+18,0.0,2497.0,431470.75,1682871.7500000002,1591865420.116318,1.1919406889363503e+19,45987996145,2958,3191909.0,38176282.0,218523946.0,965821437.0,9367075974.8,0.0518696766160044,0.0012403851470992318,0.154109,0.000106,0.00138,0.019485,0.052924,0.079097,0.10951
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=0.95/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,0.95,true,0,,1,5000,10000,1000,,,0,2,10000,4984669,0.6712,0.3288,0.0,0.0,0.0,0.0,433.1546,105230.21149884001,1208,0,0.0,0.0,601.0,605.0,804.0,645.3435637663886,19844.436493139856,1208,200,401.0,601.0,603.0,802.0,805.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3395.2193087008345,476946172.3303303,600032,0,10.0,23.0,1020.0,2024.0,11390.75,0.00034552461700649195,5.066390390130525e-06,0.0700572153930003,0.0,1.0004116789894573e-06,2.136654335746028e-06,0.00010340967357308918,0.00020697767909331907,0.0011087294789987052,3.214839094159714,0.4922827810223022,6,1,2.0,3.0,3.0,4.0,4.0,0.9991627540466888,4737487308.448849,3.502507089106172e+19,135600077754,571152273,902438765.0,1103261000.0,3247879800.0,5709332038.5,12895835982.149986,-9.717575879589303e+17,6.159794151170877e+36,4852825,-7310575239085056243,-7.31057523908445e+18,0.0,0.0,345042.0,1688214.7999999996,808213585.0692623,4.820617056260282e+18,38831967656,2457,1562198.0,18054327.0,92015987.0,509099869.0,4562808789.349998,0.3991208219772276,0.06272058393025658,0.874972,0.000126,0.0068752000000000014,0.19066,0.391053,0.606807,0.8092257999999999
routing_method=group_routing/avg_pmt_amt=10000/group_size=11/group_limit_rate=1.00/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,11,1.00,true,0,,1,5000,10000,1000,,,0,2,10000,4984670,0.6626,0.3374,0.0,0.0,0.0,0.0,426.8766,105756.72057244,1204,0,0.0,0.0,601.0,605.0,804.0,644.2447932387564,19570.367181612848,1204,200,401.0,601.0,603.0,802.0,805.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3276.545125264111,375402812.884245,601118,0,10.0,23.0,1021.0,2028.0,11442.399999999992,0.00033427750721119195,4.1241851135502774e-06,0.07005604782723016,0.0,1.0047987065516432e-06,2.1546122314985895e-06,0.00010485084889572712,0.00020848473939849696,0.001112057024866202,3.209477814669484,0.4855485652337394,6,1,2.0,3.0,3.0,4.0,4.0,0.999523918967725,4689528188.461832,3.1446516905306083e+19,111290153402,680631200,903862710.0,1112732016.0,3242125750.0,5697064902.75,12881514183.449984,-9.656784242231963e+17,6.127129958035599e+36,4838852,-7310575239085056243,-7.31057523908445e+18,0.0,0.0,335237.0,1667338.4000000022,806534972.1783118,4.78288664133122e+18,29536864048,49,993287.0,16232308.5,89418443.0,505505384.5,4553422289.0,0.39938848888888884,0.07466193273156586,0.909091,9e-05,0.004872999999999999,0.16368100000000002,0.380103,0.621532,0.8634397
