simulation_id,generate_network_from_file,nodes_filename,channels_filename,edges_filename,n_additional_nodes,n_channels_per_node,capacity_per_channel,faulty_node_probability,generate_payments_from_file,payment_timeout,average_payment_forward_interval,variance_payment_forward_interval,routing_method,group_size,group_limit_rate,group_cap_update,group_broadcast_delay,payments_filename,payment_rate,n_payments,average_payment_amount,variance_payment_amount,average_max_fee_limit,variance_max_fee_limit,mpp,seed,request_amt_rate,simulation_time,success_rate,fail_no_path_rate,fail_timeout_rate,fail_no_alternative_path_rate,retry_rate,retry_no_balance_rate,time/average,time/variance,time/max,time/min,time/5-percentile,time/25-percentile,time/50-percentile,time/75-percentile,time/95-percentile,time_success/average,time_success/variance,time_success/max,time_success/min,time_success/5-percentile,time_success/25-percentile,time_success/50-percentile,time_success/75-percentile,time_success/95-percentile,time_fail/average,time_fail/variance,time_fail/max,time_fail/min,time_fail/5-percentile,time_fail/25-percentile,time_fail/50-percentile,time_fail/75-percentile,time_fail/95-percentile,retry/average,retry/variance,retry/max,retry/min,retry/5-percentile,retry/25-percentile,retry/50-percentile,retry/75-percentile,retry/95-percentile,fee/average,fee/variance,fee/max,fee/min,fee/5-percentile,fee/25-percentile,fee/50-percentile,fee/75-percentile,fee/95-percentile,fee_per_satoshi/average,fee_per_satoshi/variance,fee_per_satoshi/max,fee_per_satoshi/min,fee_per_satoshi/5-percentile,fee_per_satoshi/25-percentile,fee_per_satoshi/50-percentile,fee_per_satoshi/75-percentile,fee_per_satoshi/95-percentile,route_len/average,route_len/variance,route_len/max,route_len/min,route_len/5-percentile,route_len/25-percentile,route_len/50-percentile,route_len/75-percentile,route_len/95-percentile,group_cover_rate,total_locked_balance_duration/average,total_locked_balance_duration/variance,total_locked_balance_duration/max,total_locked_balance_duration/min,total_locked_balance_duration/5-percentile,total_locked_balance_duration/25-percentile,total_locked_balance_duration/50-percentile,total_locked_balance_duration/75-percentile,total_locked_balance_duration/95-percentile,group_survival_time/average,group_survival_time/var,group_survival_time/max,group_survival_time/min,group_survival_time/5-percentile,group_survival_time/25-percentile,group_survival_time/50-percentile,group_survival_time/75-percentile,group_survival_time/95-percentile,group_capacity/average,group_capacity/var,group_capacity/max,group_capacity/min,group_capacity/5-percentile,group_capacity/25-percentile,group_capacity/50-percentile,group_capacity/75-percentile,group_capacity/95-percentile,cul/average,cul/var,cul/max,cul/min,cul/5-percentile,cul/25-percentile,cul/50-percentile,cul/75-percentile,cul/95-percentile
routing_method=group_routing/average_payment_amount=15849/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,15849,1584,,,0,4,15849,5081150,0.688,0.306,0.0,0.006,0.02190923317683881,0.02190923317683881,455.3336,108431.85031103999,1805,0,0.0,0.0,601.0,606.25,805.0,656.9209302325581,24364.22281773932,1805,200,401.0,601.0,603.0,802.0,806.0,10.807692307692308,6597.673274161736,1204,0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.026784748512709577,2,0,0.0,0.0,0.0,0.0,0.0,3826.2694767441862,214303571.6532544,600047,0,15.0,37.0,1033.0,2061.0,16892.899999999983,0.00024265121829679387,8.775195595954222e-07,0.039085458872941826,0.0,1.0077497132916626e-06,2.1068987798244163e-06,6.753161866964775e-05,0.0001425200224041917,0.0010554693649345878,3.241279069767442,0.49178441049215793,5,1,2.0,3.0,3.0,4.0,4.0,0.9881143907804446,7703748725.754527,9.389028637798197e+19,210429344157,1076337500,1444059125.1,1770954198.5,5230042205.5,9316584702.75,21476807876.049988,-1.1688937484156516e+18,7.17897309920471e+36,4988970,-7310575239085051896,-7.310575239084497e+18,0.0,322.0,474386.5,1878365.6999999995,1721687040.2570474,1.298564570905433e+19,45346707225,1398,3187996.0,39788575.0,248772214.0,1121014480.0,9557060699.0,0.0475948883535471,0.0012306557839509842,0.146497,8e-05,0.0010959,0.0140855,0.046012,0.075851,0.10596389999999993
routing_method=group_routing/average_payment_amount=3981/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,3981,398,,,0,4,3981,5081147,0.8374,0.157,0.0,0.0056,0.011857707509881422,0.011857707509881422,541.942,72768.519036,1606,0,0.0,402.0,602.0,801.0,805.0,643.7193694769525,21289.299560338048,1606,200,401.0,601.0,603.0,802.0,805.0,17.782287822878228,9798.664778529705,1005,0,0.0,0.0,0.0,0.0,0.0,0.007165034631000717,0.007113696909737276,1,0,0.0,0.0,0.0,0.0,0.0,1948.8595653212324,113660061.81452698,600013,0,4.0,10.0,1007.0,1928.0,5081.899999999993,0.0004960661320711456,7.65508792700887e-06,0.15559829229387628,0.0,9.677862949035177e-07,2.369762323546247e-06,0.00025188891573248444,0.00045888329459863985,0.0012753942236879941,3.1965607833771195,0.4937259315215262,6,1,2.0,3.0,3.0,4.0,4.0,0.9879502249072463,2021039783.7420547,8.505623644250534e+18,66737127122,270317200,361846931.25,444664396.25,1316667934.0,2368567703.5,5666524213.5,-9.403202235267296e+17,5.990079620153316e+36,4988970,-7310575239085052270,-7.310575239084449e+18,0.0,0.0,396813.5,1688106.5,1438387942.6105344,1.0745667876232038e+19,45346707225,1001,2795736.6000000006,39114404.0,186295310.0,933171286.0,9158960425.0,0.046855076769690925,0.0012481838403114874,0.151786,8e-05,0.0008268500000000001,0.01149775,0.046619499999999994,0.07481725,0.10606234999999999
routing_method=group_routing/average_payment_amount=100000/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,100000,10000,,,0,4,100000,5081147,0.3208,0.6772,0.0,0.002,0.027804783200466653,0.027804783200466653,220.3284,113115.87855344,1809,0,0.0,0.0,0.0,601.0,804.0,684.3098503740648,34547.208855588586,1809,200,401.0,601.0,603.0,803.0,1004.0,1.1805064782096584,519.1055210626788,602,0,0.0,0.0,0.0,0.0,0.0,0.08291770573566085,0.14836156180620766,5,0,0.0,0.0,0.0,0.0,1.0,80478.87344139651,6921466337708.425,105374779,0,98.0,218.75,1256.5,3568.0,77296.19999999995,0.0007744103702683948,0.0006248417054774537,1.001171194609666,0.0,1.0050417086389777e-06,2.0161259437973467e-06,1.3217319335547904e-05,3.880915453927365e-05,0.0007652437004163008,3.317331670822943,0.5433155732862357,6,1,2.0,3.0,3.0,4.0,4.0,0.9843385756968841,43150549816.985085,1.5146407573868779e+21,554377729127,6672319267,8826983660.0,10941448473.0,32725670100.0,56043509414.0,109580591809.59988,-1.942877991115088e+18,1.0428780846049353e+37,4827328,-7310575239085051700,-7.310575239084636e+18,-7.310575239080704e+18,0.0,483341.0,2135649.1,2458285008.0260468,1.9981402146144748e+19,45346707225,17194,4336510.8,70107802.0,368052371.0,2260798581.0,15260774215.0,0.03812758205470313,0.0012797617470261223,0.148407,3.1e-05,0.0005225,0.00493225,0.027598499999999998,0.067269,0.10424075
routing_method=group_routing/average_payment_amount=158/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,158,15,,,0,4,158,5081149,0.988,0.0108,0.0,0.0012,0.0033884791708192145,0.0033884791708192145,631.213,23815.915631,1204,0,400.0,601.0,603.0,802.0,805.0,638.1483805668016,19684.21502774181,1204,200,401.0,601.0,603.0,802.0,805.0,60.2,33976.56,804,0,0.0,0.0,0.0,0.0,601.1,0.002226720647773279,0.0022217623629300597,1,0,0.0,0.0,0.0,0.0,0.0,1189.1967611336033,84796486.85926077,600002,0,0.0,2.0,1000.0,1035.0,2101.2000000000007,0.007662421324432785,0.003651546722066301,3.9140350304967546,0.0,0.0,1.2493070568202368e-05,0.005826553633150412,0.007147104490523151,0.014254171906345238,3.1757085020242917,0.4796528381058532,6,1,2.0,3.0,3.0,4.0,4.0,0.9866368979216601,85262057.00153343,2.263456494092672e+16,5547809095,10984000,14466090.0,17741425.0,52326310.5,95761547.25,237367714.14999956,-7.270679119912556e+17,4.786656925890363e+36,4883701,-7310575239085052977,-7.310575239084262e+18,0.0,0.0,292649.0,1456156.3999999978,1151366688.7228734,8.610251921357352e+18,45346707225,2560,1964711.85,19131004.0,95509637.0,621598211.0,8140986274.0,0.039303007820299496,0.0012351834748786411,0.151522,6.4e-05,0.00044745,0.0041855,0.0331045,0.06837625,0.10056770000000001
routing_method=group_routing/average_payment_amount=631/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,631,63,,,0,4,631,5081148,0.968,0.0296,0.0,0.0024,0.0053709966182613885,0.0053709966182613885,619.8872,31275.439276160003,1605,0,400.0,601.0,602.0,802.0,805.0,639.0940082644628,20107.24715418175,1605,200,401.0,601.0,603.0,802.0,805.0,38.88125,20386.06714843749,804,0,0.0,0.0,0.0,0.0,402.04999999999995,0.0030991735537190084,0.0030895686770029372,1,0,0.0,0.0,0.0,0.0,0.0,1342.2154958677686,91924637.1488095,600004,0,0.0,2.0,1000.0,1097.0,2326.0,0.002165697445254917,0.0002480900996172988,0.9816176951770172,0.0,0.0,3.2444831766967197e-06,0.0014819784612583116,0.001881491411441505,0.003890751188849978,3.1789256198347107,0.48244843248411984,6,1,2.0,3.0,3.0,4.0,4.0,0.985980234428867,335590756.90334535,3.2849559896111597e+17,18205380301,43301730,57447460.0,71287800.0,208492344.0,381257139.0,926053027.2999997,-7.801211337272306e+17,5.0945452604266135e+36,4981485,-7310575239085052977,-7.310575239084348e+18,0.0,0.0,329674.0,1517642.7999999977,1230770098.1544597,9.16253803260521e+18,45346707225,1789,2391830.0,25321304.0,110912494.0,784755564.5,8416639085.0,0.04324899417249418,0.0012407994246065263,0.152449,8e-05,0.00062925,0.0069067500000000006,0.040803000000000006,0.07167325,0.10360649999999999
routing_method=group_routing/average_payment_amount=63/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,63,6,,,0,4,63,5081149,0.9916,0.0072,0.0,0.0012,0.002792181890706023,0.002792181890706023,633.2176,22205.777450240003,1205,0,401.0,601.0,603.0,802.0,805.0,637.8118192819685,19454.548896206146,1205,200,401.0,601.0,603.0,802.0,805.0,90.88095238095238,50361.10487528345,804,0,0.0,0.0,0.0,0.0,603.95,0.0016135538523598225,0.001610950296325357,1,0,0.0,0.0,0.0,0.0,0.0,1148.1175877369908,82401167.06987622,600002,0,0.0,2.0,1000.0,1018.0,2065.0,0.01853958202473437,0.022288753701985856,9.817107889656075,0.0,0.0,3.0816407573421625e-05,0.014549918425886899,0.017588524871220427,0.03534687214202032,3.1754739814441306,0.4798986761080288,6,1,2.0,3.0,3.0,4.0,4.0,0.9869652296680566,34334619.75780135,3867691914876964.5,2492543060,4373600,5766825.0,7065354.0,21009480.0,38558665.25,95844626.5,-7.089027328286326e+17,4.679943680925959e+36,4883695,-7310575239085052977,-7.310575239084246e+18,0.0,0.0,279998.75,1439639.5999999992,1122637526.0390291,8.441907498123379e+18,45346707225,482,1715990.0,18041417.0,94127207.0,569069122.0,7750961962.699986,0.03697923336660013,0.0011890283060807696,0.150346,5.7e-05,0.00038865000000000004,0.0030045000000000002,0.029679999999999998,0.0655705,0.09755769999999996
routing_method=group_routing/average_payment_amount=10/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,10,1,,,0,4,10,5081146,0.9934,0.0064,0.0,0.0002,0.00039984006397441024,0.00039984006397441024,633.5138,21929.95940956,1205,0,401.0,601.0,603.0,802.0,805.0,637.601771693175,19473.094887136922,1205,200,401.0,601.0,603.0,802.0,805.0,18.21212121212121,10613.803489439852,601,0,0.0,0.0,0.0,0.0,0.0,0.00020132876988121604,0.00020128823660763424,1,0,0.0,0.0,0.0,0.0,0.0,1135.9893295751963,82215299.36952578,600002,0,0.0,2.0,1000.0,1010.0,2015.6999999999998,0.1157366800968661,0.8861652683247858,61.94528185009292,0.0,0.0,0.00018730100747963016,0.09094994158353555,0.1098963176557581,0.22280834998963142,3.176162673646064,0.4817510893013276,6,1,2.0,3.0,3.0,4.0,4.0,0.987786059034048,5906173.907929695,146847552485615.78,453752031,674000,911800.0,1130846.25,3515379.0,6547171.0,16525051.0,-6.888986502957353e+17,4.5616640647129424e+36,4883695,-7310575239085052977,-7.310575239084202e+18,0.0,0.0,264176.25,1414498.5499999996,1097830373.7052193,8.411834931617288e+18,45346707225,15123,1462768.0,16641620.0,91698255.0,520519426.0,7495199384.0,0.032554370117999,0.001120771857042504,0.150843,5.2e-05,0.000328,0.001747,0.020491,0.059914,0.0926008
routing_method=group_routing/average_payment_amount=16/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,16,1,,,0,4,16,5081150,0.9932,0.0064,0.0,0.0004,0.000999000999000999,0.000999000999000999,633.5902,22009.24786396,1207,0,401.0,601.0,603.0,802.0,805.0,637.6856625050342,19555.97630269238,1207,200,401.0,601.0,603.0,802.0,805.0,35.411764705882355,20063.94809688582,603,0,0.0,0.0,0.0,0.0,210.34999999999872,0.0006041079339508659,0.0006037429875550037,1,0,0.0,0.0,0.0,0.0,0.0,1137.2507047925897,82236119.36384869,600002,0,0.0,2.0,1000.0,1011.0,2025.0,0.07174079101593943,0.33607381218716575,38.25079688894556,0.0,0.0,0.00012028809658564818,0.05881661671558936,0.06691965554945711,0.13425748598831497,3.1759967780910188,0.4817114007145487,6,1,2.0,3.0,3.0,4.0,4.0,0.987786059034048,9131751.493466722,306873351958089.56,714389666,1274000,1513350.0,1731950.0,5319515.0,10224647.75,25267885.25,-6.933616350512474e+17,4.588122043977354e+36,4883700,-7310575239085052977,-7.310575239084212e+18,0.0,0.0,267354.5,1427609.25,1094764049.499193,8.334266169834054e+18,45346707225,9117,1488199.0,16808129.0,91817076.0,520272816.0,7524521055.0,0.035054221538972904,0.0011796707422608757,0.151469,3.5e-05,0.0003508,0.00208,0.025583,0.063059,0.09708659999999998
routing_method=group_routing/average_payment_amount=40/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,40,4,,,0,4,40,5081150,0.9924,0.0066,0.0,0.001,0.002195170624625823,0.002195170624625823,633.6174,22009.26261724,1202,0,401.0,601.0,603.0,802.0,805.0,637.8212414349052,19483.55873461362,1202,200,401.0,601.0,603.0,802.0,805.0,84.6842105263158,48177.74238227146,804,0,0.0,0.0,0.0,0.0,603.3,0.0012091898428053204,0.0012077277027293767,1,0,0.0,0.0,0.0,0.0,0.0,1142.9740024183798,82318508.55011012,600002,0,0.0,2.0,1000.0,1014.0,2041.0,0.029109951801243556,0.05545190303559705,15.485920763969544,0.0,0.0,4.7889855829803634e-05,0.022798966200482627,0.02769205820745499,0.05587786300977456,3.175937122128174,0.4803319009234388,6,1,2.0,3.0,3.0,4.0,4.0,0.9871293955412549,22026822.418350685,1626998995100677.5,1675841946,2696200,3647270.0,4505201.5,13457866.0,24715649.0,61338289.099999994,-7.015204790849068e+17,4.636387261534821e+36,4883698,-7310575239085052977,-7.31057523908423e+18,0.0,0.0,276037.0,1441459.1999999993,1104914435.0081275,8.310508040241611e+18,45346707225,2549,1627140.0,17597729.75,92939982.0,549997343.0,7637029795.0,0.0363466510893065,0.0012116416827197714,0.154083,4e-05,0.000387,0.002474,0.027267,0.064519,0.09813639999999998
routing_method=group_routing/average_payment_amount=6310/,true,nodes_ln.csv,channels_ln.csv,edges_ln.csv,,,,0.0,false,-1,100,1,group_routing,10,0.1,true,0,,1,5000,6310,631,,,0,4,6310,5081150,0.7846,0.2116,0.0,0.0038,0.012052953961667655,0.012052953961667655,508.3026,86340.83623324001,1609,0,0.0,401.0,602.0,801.0,805.0,645.1379046647974,21511.72582043751,1609,200,401.0,601.0,603.0,802.0,805.0,9.876508820798515,5851.671843707675,1004,0,0.0,0.0,0.0,0.0,0.0,0.010451185317359163,0.01238121371450122,2,0,0.0,0.0,0.0,0.0,0.0,2318.7507009941373,130143178.72551246,600020,0,6.0,15.0,1012.0,2012.0,7372.199999999997,0.0003704890192405133,3.4423986240052223e-06,0.098169414146101,0.0,1.0069753802128483e-06,2.2172062461731858e-06,0.00016195878036344774,0.00030111633416088037,0.001169925859584701,3.199337241906704,0.48792206903618585,6,1,2.0,3.0,3.0,4.0,4.0,0.987786059034048,3141398539.052656,1.776479915610143e+19,108853553515,428409700,573740075.0,704478900.0,2081596784.5,3760593565.25,8840410361.25,-1.0176256004898807e+18,6.403866654829208e+36,4988970,-7310575239085052270,-7.310575239084474e+18,0.0,0.0,420789.0,1757897.0,1524676626.1752563,1.1439579762415182e+19,45346707225,3544,2925128.3999999994,39991727.0,203891997.0,951300482.0,9267136231.800001,0.04686597224530497,0.0011949986474915015,0.15204,8.6e-05,0.0009398,0.013186,0.046647,0.073757,0.1049218
